orgno,category,orgname,2018budget,year,completed,WC,PromotionFocus,PreventionFocus
38,private,Sierra Nevada,"$580,611,000",2018,y,471,1.70,0.00
39,private,Unisys,"$564,093,000",1996,y,91,0.00,0.00
39,private,Unisys,"$564,093,000",1997,y,115,0.00,0.00
39,private,Unisys,"$564,093,000",1998,y,148,0.68,0.00
39,private,Unisys,"$564,093,000",1999,y,134,0.75,0.00
39,private,Unisys,"$564,093,000",2000,y,279,0.72,0.36
39,private,Unisys,"$564,093,000",2001,y,321,0.62,0.31
39,private,Unisys,"$564,093,000",2002,y,107,0.93,0.00
39,private,Unisys,"$564,093,000",2003,y,179,0.56,0.00
39,private,Unisys,"$564,093,000",2004,y,179,0.56,0.00
39,private,Unisys,"$564,093,000",2005,y,141,0.71,0.00
39,private,Unisys,"$564,093,000",2006,y,188,0.53,1.06
39,private,Unisys,"$564,093,000",2007,y,184,0.54,1.09
39,private,Unisys,"$564,093,000",2008,y,149,0.67,2.68
39,private,Unisys,"$564,093,000",2009,y,149,0.67,2.68
39,private,Unisys,"$564,093,000",2010,y,318,0.63,1.26
39,private,Unisys,"$564,093,000",2011,y,303,0.66,1.32
39,private,Unisys,"$564,093,000",2012,y,308,0.65,1.30
39,private,Unisys,"$564,093,000",2013,y,99,1.01,1.01
39,private,Unisys,"$564,093,000",2014,y,99,1.01,1.01
39,private,Unisys,"$564,093,000",2015,y,169,0.00,1.78
39,private,Unisys,"$564,093,000",2016,y,0,0.00,0.00
39,private,Unisys,"$564,093,000",2017,y,0,0.00,0.00
39,private,Unisys,"$564,093,000",2018,y,510,1.76,1.96
40,private,Carahsoft Technology,"$546,227,000",1999,y,0,0.00,0.00
40,private,Carahsoft Technology,"$546,227,000",2000,y,0,0.00,0.00
40,private,Carahsoft Technology,"$546,227,000",2001,y,0,0.00,0.00
40,private,Carahsoft Technology,"$546,227,000",2002,y,0,0.00,0.00
40,private,Carahsoft Technology,"$546,227,000",2003,y,0,0.00,0.00
40,private,Carahsoft Technology,"$546,227,000",2004,y,271,0.37,2.21
40,private,Carahsoft Technology,"$546,227,000",2005,y,283,0.35,2.12
40,private,Carahsoft Technology,"$546,227,000",2006,y,376,0.27,2.66
40,private,Carahsoft Technology,"$546,227,000",2007,y,144,0.00,0.00
40,private,Carahsoft Technology,"$546,227,000",2008,y,144,0.00,0.00
40,private,Carahsoft Technology,"$546,227,000",2009,y,144,0.00,0.00
40,private,Carahsoft Technology,"$546,227,000",2010,y,144,0.00,0.00
40,private,Carahsoft Technology,"$546,227,000",2011,y,144,0.00,0.00
40,private,Carahsoft Technology,"$546,227,000",2012,y,144,0.00,0.00
40,private,Carahsoft Technology,"$546,227,000",2013,y,144,0.00,0.00
40,private,Carahsoft Technology,"$546,227,000",2014,y,144,0.00,0.00
40,private,Carahsoft Technology,"$546,227,000",2015,y,310,0.32,1.29
40,private,Carahsoft Technology,"$546,227,000",2016,y,295,0.68,0.00
40,private,Carahsoft Technology,"$546,227,000",2017,y,285,0.70,0.70
40,private,Carahsoft Technology,"$546,227,000",2018,y,0,0.00,0.00
41,private,World Wide Technology,"$491,419,000",1999,,0,0.00,0.00
41,private,World Wide Technology,"$491,419,000",2000,,0,0.00,0.00
41,private,World Wide Technology,"$491,419,000",2001,,0,0.00,0.00
41,private,World Wide Technology,"$491,419,000",2002,,0,0.00,0.00
41,private,World Wide Technology,"$491,419,000",2003,,0,0.00,0.00
41,private,World Wide Technology,"$491,419,000",2004,,0,0.00,0.00
41,private,World Wide Technology,"$491,419,000",2005,,0,0.00,0.00
41,private,World Wide Technology,"$491,419,000",2006,,0,0.00,0.00
41,private,World Wide Technology,"$491,419,000",2007,,0,0.00,0.00
41,private,World Wide Technology,"$491,419,000",2008,,0,0.00,0.00
41,private,World Wide Technology,"$491,419,000",2009,,0,0.00,0.00
41,private,World Wide Technology,"$491,419,000",2010,,0,0.00,0.00
41,private,World Wide Technology,"$491,419,000",2011,,0,0.00,0.00
41,private,World Wide Technology,"$491,419,000",2012,,0,0.00,0.00
41,private,World Wide Technology,"$491,419,000",2013,,0,0.00,0.00
41,private,World Wide Technology,"$491,419,000",2014,,0,0.00,0.00
41,private,World Wide Technology,"$491,419,000",2015,,0,0.00,0.00
41,private,World Wide Technology,"$491,419,000",2016,,0,0.00,0.00
41,private,World Wide Technology,"$491,419,000",2017,,0,0.00,0.00
41,private,World Wide Technology,"$491,419,000",2018,,0,0.00,0.00
42,private,Vectrus Systems,"$490,576,000",1999,,0,0.00,0.00
42,private,Vectrus Systems,"$490,576,000",2000,,0,0.00,0.00
42,private,Vectrus Systems,"$490,576,000",2001,,0,0.00,0.00
42,private,Vectrus Systems,"$490,576,000",2002,,0,0.00,0.00
42,private,Vectrus Systems,"$490,576,000",2003,,0,0.00,0.00
42,private,Vectrus Systems,"$490,576,000",2004,,0,0.00,0.00
42,private,Vectrus Systems,"$490,576,000",2005,,0,0.00,0.00
42,private,Vectrus Systems,"$490,576,000",2006,,0,0.00,0.00
42,private,Vectrus Systems,"$490,576,000",2007,,0,0.00,0.00
42,private,Vectrus Systems,"$490,576,000",2008,,0,0.00,0.00
42,private,Vectrus Systems,"$490,576,000",2009,,0,0.00,0.00
42,private,Vectrus Systems,"$490,576,000",2010,,0,0.00,0.00
42,private,Vectrus Systems,"$490,576,000",2011,,0,0.00,0.00
42,private,Vectrus Systems,"$490,576,000",2012,,0,0.00,0.00
42,private,Vectrus Systems,"$490,576,000",2013,,0,0.00,0.00
42,private,Vectrus Systems,"$490,576,000",2014,,0,0.00,0.00
42,private,Vectrus Systems,"$490,576,000",2015,,0,0.00,0.00
42,private,Vectrus Systems,"$490,576,000",2016,,0,0.00,0.00
42,private,Vectrus Systems,"$490,576,000",2017,,0,0.00,0.00
42,private,Vectrus Systems,"$490,576,000",2018,,0,0.00,0.00
43,private,DRS Technologies,"$490,299,000",1999,,0,0.00,0.00
43,private,DRS Technologies,"$490,299,000",2000,,0,0.00,0.00
43,private,DRS Technologies,"$490,299,000",2001,,0,0.00,0.00
43,private,DRS Technologies,"$490,299,000",2002,,0,0.00,0.00
43,private,DRS Technologies,"$490,299,000",2003,,0,0.00,0.00
43,private,DRS Technologies,"$490,299,000",2004,,0,0.00,0.00
43,private,DRS Technologies,"$490,299,000",2005,,0,0.00,0.00
43,private,DRS Technologies,"$490,299,000",2006,,0,0.00,0.00
43,private,DRS Technologies,"$490,299,000",2007,,0,0.00,0.00
43,private,DRS Technologies,"$490,299,000",2008,,0,0.00,0.00
43,private,DRS Technologies,"$490,299,000",2009,,0,0.00,0.00
43,private,DRS Technologies,"$490,299,000",2010,,0,0.00,0.00
43,private,DRS Technologies,"$490,299,000",2011,,0,0.00,0.00
43,private,DRS Technologies,"$490,299,000",2012,,0,0.00,0.00
43,private,DRS Technologies,"$490,299,000",2013,,0,0.00,0.00
43,private,DRS Technologies,"$490,299,000",2014,,0,0.00,0.00
43,private,DRS Technologies,"$490,299,000",2015,,0,0.00,0.00
43,private,DRS Technologies,"$490,299,000",2016,,0,0.00,0.00
43,private,DRS Technologies,"$490,299,000",2017,,0,0.00,0.00
43,private,DRS Technologies,"$490,299,000",2018,,0,0.00,0.00
44,private,RTI International,"$467,489,000",1999,,0,0.00,0.00
44,private,RTI International,"$467,489,000",2000,,0,0.00,0.00
44,private,RTI International,"$467,489,000",2001,,0,0.00,0.00
44,private,RTI International,"$467,489,000",2002,,0,0.00,0.00
44,private,RTI International,"$467,489,000",2003,,0,0.00,0.00
44,private,RTI International,"$467,489,000",2004,,0,0.00,0.00
44,private,RTI International,"$467,489,000",2005,,0,0.00,0.00
44,private,RTI International,"$467,489,000",2006,,0,0.00,0.00
44,private,RTI International,"$467,489,000",2007,,0,0.00,0.00
44,private,RTI International,"$467,489,000",2008,,0,0.00,0.00
44,private,RTI International,"$467,489,000",2009,,0,0.00,0.00
44,private,RTI International,"$467,489,000",2010,,0,0.00,0.00
44,private,RTI International,"$467,489,000",2011,,0,0.00,0.00
44,private,RTI International,"$467,489,000",2012,,0,0.00,0.00
44,private,RTI International,"$467,489,000",2013,,0,0.00,0.00
44,private,RTI International,"$467,489,000",2014,,0,0.00,0.00
44,private,RTI International,"$467,489,000",2015,,0,0.00,0.00
44,private,RTI International,"$467,489,000",2016,,0,0.00,0.00
44,private,RTI International,"$467,489,000",2017,,0,0.00,0.00
44,private,RTI International,"$467,489,000",2018,,0,0.00,0.00
45,private,Mythics,"$465,309,000",1999,,0,0.00,0.00
45,private,Mythics,"$465,309,000",2000,,0,0.00,0.00
45,private,Mythics,"$465,309,000",2001,,0,0.00,0.00
45,private,Mythics,"$465,309,000",2002,,0,0.00,0.00
45,private,Mythics,"$465,309,000",2003,,0,0.00,0.00
45,private,Mythics,"$465,309,000",2004,,0,0.00,0.00
45,private,Mythics,"$465,309,000",2005,,0,0.00,0.00
45,private,Mythics,"$465,309,000",2006,,0,0.00,0.00
45,private,Mythics,"$465,309,000",2007,,0,0.00,0.00
45,private,Mythics,"$465,309,000",2008,,0,0.00,0.00
45,private,Mythics,"$465,309,000",2009,,0,0.00,0.00
45,private,Mythics,"$465,309,000",2010,,0,0.00,0.00
45,private,Mythics,"$465,309,000",2011,,0,0.00,0.00
45,private,Mythics,"$465,309,000",2012,,0,0.00,0.00
45,private,Mythics,"$465,309,000",2013,,0,0.00,0.00
45,private,Mythics,"$465,309,000",2014,,0,0.00,0.00
45,private,Mythics,"$465,309,000",2015,,0,0.00,0.00
45,private,Mythics,"$465,309,000",2016,,0,0.00,0.00
45,private,Mythics,"$465,309,000",2017,,0,0.00,0.00
45,private,Mythics,"$465,309,000",2018,,0,0.00,0.00
46,private,United Technologies,"$456,996,000",1999,,0,0.00,0.00
46,private,United Technologies,"$456,996,000",2000,,0,0.00,0.00
46,private,United Technologies,"$456,996,000",2001,,0,0.00,0.00
46,private,United Technologies,"$456,996,000",2002,,0,0.00,0.00
46,private,United Technologies,"$456,996,000",2003,,0,0.00,0.00
46,private,United Technologies,"$456,996,000",2004,,0,0.00,0.00
46,private,United Technologies,"$456,996,000",2005,,0,0.00,0.00
46,private,United Technologies,"$456,996,000",2006,,0,0.00,0.00
46,private,United Technologies,"$456,996,000",2007,,0,0.00,0.00
46,private,United Technologies,"$456,996,000",2008,,0,0.00,0.00
46,private,United Technologies,"$456,996,000",2009,,0,0.00,0.00
46,private,United Technologies,"$456,996,000",2010,,0,0.00,0.00
46,private,United Technologies,"$456,996,000",2011,,0,0.00,0.00
46,private,United Technologies,"$456,996,000",2012,,0,0.00,0.00
46,private,United Technologies,"$456,996,000",2013,,0,0.00,0.00
46,private,United Technologies,"$456,996,000",2014,,0,0.00,0.00
46,private,United Technologies,"$456,996,000",2015,,0,0.00,0.00
46,private,United Technologies,"$456,996,000",2016,,0,0.00,0.00
46,private,United Technologies,"$456,996,000",2017,,0,0.00,0.00
46,private,United Technologies,"$456,996,000",2018,,0,0.00,0.00
47,private,Tetra Tech,"$449,135,000",1999,,0,0.00,0.00
47,private,Tetra Tech,"$449,135,000",2000,,0,0.00,0.00
47,private,Tetra Tech,"$449,135,000",2001,,0,0.00,0.00
47,private,Tetra Tech,"$449,135,000",2002,,0,0.00,0.00
47,private,Tetra Tech,"$449,135,000",2003,,0,0.00,0.00
47,private,Tetra Tech,"$449,135,000",2004,,0,0.00,0.00
47,private,Tetra Tech,"$449,135,000",2005,,0,0.00,0.00
47,private,Tetra Tech,"$449,135,000",2006,,0,0.00,0.00
47,private,Tetra Tech,"$449,135,000",2007,,0,0.00,0.00
47,private,Tetra Tech,"$449,135,000",2008,,0,0.00,0.00
47,private,Tetra Tech,"$449,135,000",2009,,0,0.00,0.00
47,private,Tetra Tech,"$449,135,000",2010,,0,0.00,0.00
47,private,Tetra Tech,"$449,135,000",2011,,0,0.00,0.00
47,private,Tetra Tech,"$449,135,000",2012,,0,0.00,0.00
47,private,Tetra Tech,"$449,135,000",2013,,0,0.00,0.00
47,private,Tetra Tech,"$449,135,000",2014,,0,0.00,0.00
47,private,Tetra Tech,"$449,135,000",2015,,0,0.00,0.00
47,private,Tetra Tech,"$449,135,000",2016,,0,0.00,0.00
47,private,Tetra Tech,"$449,135,000",2017,,0,0.00,0.00
47,private,Tetra Tech,"$449,135,000",2018,,0,0.00,0.00
48,private,Rockwell Collins,"$442,196,000",1999,,0,0.00,0.00
48,private,Rockwell Collins,"$442,196,000",2000,,0,0.00,0.00
48,private,Rockwell Collins,"$442,196,000",2001,,0,0.00,0.00
48,private,Rockwell Collins,"$442,196,000",2002,,0,0.00,0.00
48,private,Rockwell Collins,"$442,196,000",2003,,0,0.00,0.00
48,private,Rockwell Collins,"$442,196,000",2004,,0,0.00,0.00
48,private,Rockwell Collins,"$442,196,000",2005,,0,0.00,0.00
48,private,Rockwell Collins,"$442,196,000",2006,,0,0.00,0.00
48,private,Rockwell Collins,"$442,196,000",2007,,0,0.00,0.00
48,private,Rockwell Collins,"$442,196,000",2008,,0,0.00,0.00
48,private,Rockwell Collins,"$442,196,000",2009,,0,0.00,0.00
48,private,Rockwell Collins,"$442,196,000",2010,,0,0.00,0.00
48,private,Rockwell Collins,"$442,196,000",2011,,0,0.00,0.00
48,private,Rockwell Collins,"$442,196,000",2012,,0,0.00,0.00
48,private,Rockwell Collins,"$442,196,000",2013,,0,0.00,0.00
48,private,Rockwell Collins,"$442,196,000",2014,,0,0.00,0.00
48,private,Rockwell Collins,"$442,196,000",2015,,0,0.00,0.00
48,private,Rockwell Collins,"$442,196,000",2016,,0,0.00,0.00
48,private,Rockwell Collins,"$442,196,000",2017,,0,0.00,0.00
48,private,Rockwell Collins,"$442,196,000",2018,,0,0.00,0.00
49,private,Iron Bow Technologies,"$437,942,000",1999,,0,0.00,0.00
49,private,Iron Bow Technologies,"$437,942,000",2000,,0,0.00,0.00
49,private,Iron Bow Technologies,"$437,942,000",2001,,0,0.00,0.00
49,private,Iron Bow Technologies,"$437,942,000",2002,,0,0.00,0.00
49,private,Iron Bow Technologies,"$437,942,000",2003,,0,0.00,0.00
49,private,Iron Bow Technologies,"$437,942,000",2004,,0,0.00,0.00
49,private,Iron Bow Technologies,"$437,942,000",2005,,0,0.00,0.00
49,private,Iron Bow Technologies,"$437,942,000",2006,,0,0.00,0.00
49,private,Iron Bow Technologies,"$437,942,000",2007,,0,0.00,0.00
49,private,Iron Bow Technologies,"$437,942,000",2008,,0,0.00,0.00
49,private,Iron Bow Technologies,"$437,942,000",2009,,0,0.00,0.00
49,private,Iron Bow Technologies,"$437,942,000",2010,,0,0.00,0.00
49,private,Iron Bow Technologies,"$437,942,000",2011,,0,0.00,0.00
49,private,Iron Bow Technologies,"$437,942,000",2012,,0,0.00,0.00
49,private,Iron Bow Technologies,"$437,942,000",2013,,0,0.00,0.00
49,private,Iron Bow Technologies,"$437,942,000",2014,,0,0.00,0.00
49,private,Iron Bow Technologies,"$437,942,000",2015,,0,0.00,0.00
49,private,Iron Bow Technologies,"$437,942,000",2016,,0,0.00,0.00
49,private,Iron Bow Technologies,"$437,942,000",2017,,0,0.00,0.00
49,private,Iron Bow Technologies,"$437,942,000",2018,,0,0.00,0.00
50,private,Parsons Corp,"$430,775,000",1999,,0,0.00,0.00
50,private,Parsons Corp,"$430,775,000",2000,,0,0.00,0.00
50,private,Parsons Corp,"$430,775,000",2001,,0,0.00,0.00
50,private,Parsons Corp,"$430,775,000",2002,,0,0.00,0.00
50,private,Parsons Corp,"$430,775,000",2003,,0,0.00,0.00
50,private,Parsons Corp,"$430,775,000",2004,,0,0.00,0.00
50,private,Parsons Corp,"$430,775,000",2005,,0,0.00,0.00
50,private,Parsons Corp,"$430,775,000",2006,,113,0.00,0.00
50,private,Parsons Corp,"$430,775,000",2007,,0,0.00,0.00
50,private,Parsons Corp,"$430,775,000",2008,,0,0.00,0.00
50,private,Parsons Corp,"$430,775,000",2009,,0,0.00,0.00
50,private,Parsons Corp,"$430,775,000",2010,,0,0.00,0.00
50,private,Parsons Corp,"$430,775,000",2011,,0,0.00,0.00
50,private,Parsons Corp,"$430,775,000",2012,,0,0.00,0.00
50,private,Parsons Corp,"$430,775,000",2013,,0,0.00,0.00
50,private,Parsons Corp,"$430,775,000",2014,,0,0.00,0.00
50,private,Parsons Corp,"$430,775,000",2015,,0,0.00,0.00
50,private,Parsons Corp,"$430,775,000",2016,,0,0.00,0.00
50,private,Parsons Corp,"$430,775,000",2017,,0,0.00,0.00
50,private,Parsons Corp,"$430,775,000",2018,,75,0.00,2.67
51,private,HP,"$418,844,000",1999,,0,0.00,0.00
51,private,HP,"$418,844,000",2000,,0,0.00,0.00
51,private,HP,"$418,844,000",2001,,0,0.00,0.00
51,private,HP,"$418,844,000",2002,,0,0.00,0.00
51,private,HP,"$418,844,000",2003,,0,0.00,0.00
51,private,HP,"$418,844,000",2004,,0,0.00,0.00
51,private,HP,"$418,844,000",2005,,0,0.00,0.00
51,private,HP,"$418,844,000",2006,,0,0.00,0.00
51,private,HP,"$418,844,000",2007,,0,0.00,0.00
51,private,HP,"$418,844,000",2008,,0,0.00,0.00
51,private,HP,"$418,844,000",2009,,0,0.00,0.00
51,private,HP,"$418,844,000",2010,,0,0.00,0.00
51,private,HP,"$418,844,000",2011,,0,0.00,0.00
51,private,HP,"$418,844,000",2012,,0,0.00,0.00
51,private,HP,"$418,844,000",2013,,0,0.00,0.00
51,private,HP,"$418,844,000",2014,,0,0.00,0.00
51,private,HP,"$418,844,000",2015,,0,0.00,0.00
51,private,HP,"$418,844,000",2016,,0,0.00,0.00
51,private,HP,"$418,844,000",2017,,0,0.00,0.00
51,private,HP,"$418,844,000",2018,,0,0.00,0.00
52,private,ICF International,"$413,240,000",1999,,0,0.00,0.00
52,private,ICF International,"$413,240,000",2000,,0,0.00,0.00
52,private,ICF International,"$413,240,000",2001,,0,0.00,0.00
52,private,ICF International,"$413,240,000",2002,,0,0.00,0.00
52,private,ICF International,"$413,240,000",2003,,0,0.00,0.00
52,private,ICF International,"$413,240,000",2004,,0,0.00,0.00
52,private,ICF International,"$413,240,000",2005,,0,0.00,0.00
52,private,ICF International,"$413,240,000",2006,,0,0.00,0.00
52,private,ICF International,"$413,240,000",2007,,0,0.00,0.00
52,private,ICF International,"$413,240,000",2008,,0,0.00,0.00
52,private,ICF International,"$413,240,000",2009,,0,0.00,0.00
52,private,ICF International,"$413,240,000",2010,,0,0.00,0.00
52,private,ICF International,"$413,240,000",2011,,0,0.00,0.00
52,private,ICF International,"$413,240,000",2012,,0,0.00,0.00
52,private,ICF International,"$413,240,000",2013,,0,0.00,0.00
52,private,ICF International,"$413,240,000",2014,,0,0.00,0.00
52,private,ICF International,"$413,240,000",2015,,0,0.00,0.00
52,private,ICF International,"$413,240,000",2016,,0,0.00,0.00
52,private,ICF International,"$413,240,000",2017,,0,0.00,0.00
52,private,ICF International,"$413,240,000",2018,,0,0.00,0.00
53,private,SGT,"$410,946,000",1999,,0,0.00,0.00
53,private,SGT,"$410,946,000",2000,,0,0.00,0.00
53,private,SGT,"$410,946,000",2001,,0,0.00,0.00
53,private,SGT,"$410,946,000",2002,,0,0.00,0.00
53,private,SGT,"$410,946,000",2003,,0,0.00,0.00
53,private,SGT,"$410,946,000",2004,,0,0.00,0.00
53,private,SGT,"$410,946,000",2005,,0,0.00,0.00
53,private,SGT,"$410,946,000",2006,,0,0.00,0.00
53,private,SGT,"$410,946,000",2007,,0,0.00,0.00
53,private,SGT,"$410,946,000",2008,,0,0.00,0.00
53,private,SGT,"$410,946,000",2009,,0,0.00,0.00
53,private,SGT,"$410,946,000",2010,,0,0.00,0.00
53,private,SGT,"$410,946,000",2011,,0,0.00,0.00
53,private,SGT,"$410,946,000",2012,,0,0.00,0.00
53,private,SGT,"$410,946,000",2013,,0,0.00,0.00
53,private,SGT,"$410,946,000",2014,,0,0.00,0.00
53,private,SGT,"$410,946,000",2015,,0,0.00,0.00
53,private,SGT,"$410,946,000",2016,,0,0.00,0.00
53,private,SGT,"$410,946,000",2017,,0,0.00,0.00
53,private,SGT,"$410,946,000",2018,,0,0.00,0.00
54,private,SpaceX,"$386,969,000",1999,,0,0.00,0.00
54,private,SpaceX,"$386,969,000",2000,,0,0.00,0.00
54,private,SpaceX,"$386,969,000",2001,,0,0.00,0.00
54,private,SpaceX,"$386,969,000",2002,,0,0.00,0.00
54,private,SpaceX,"$386,969,000",2003,,0,0.00,0.00
54,private,SpaceX,"$386,969,000",2004,,0,0.00,0.00
54,private,SpaceX,"$386,969,000",2005,,0,0.00,0.00
54,private,SpaceX,"$386,969,000",2006,,0,0.00,0.00
54,private,SpaceX,"$386,969,000",2007,,0,0.00,0.00
54,private,SpaceX,"$386,969,000",2008,,0,0.00,0.00
54,private,SpaceX,"$386,969,000",2009,,0,0.00,0.00
54,private,SpaceX,"$386,969,000",2010,,0,0.00,0.00
54,private,SpaceX,"$386,969,000",2011,,0,0.00,0.00
54,private,SpaceX,"$386,969,000",2012,,0,0.00,0.00
54,private,SpaceX,"$386,969,000",2013,,0,0.00,0.00
54,private,SpaceX,"$386,969,000",2014,,0,0.00,0.00
54,private,SpaceX,"$386,969,000",2015,,0,0.00,0.00
54,private,SpaceX,"$386,969,000",2016,,0,0.00,0.00
54,private,SpaceX,"$386,969,000",2017,,0,0.00,0.00
54,private,SpaceX,"$386,969,000",2018,,0,0.00,0.00
55,private,DLT Solutions,"$366,469,000",1999,,0,0.00,0.00
55,private,DLT Solutions,"$366,469,000",2000,,0,0.00,0.00
55,private,DLT Solutions,"$366,469,000",2001,,0,0.00,0.00
55,private,DLT Solutions,"$366,469,000",2002,,0,0.00,0.00
55,private,DLT Solutions,"$366,469,000",2003,,0,0.00,0.00
55,private,DLT Solutions,"$366,469,000",2004,,0,0.00,0.00
55,private,DLT Solutions,"$366,469,000",2005,,0,0.00,0.00
55,private,DLT Solutions,"$366,469,000",2006,,0,0.00,0.00
55,private,DLT Solutions,"$366,469,000",2007,,0,0.00,0.00
55,private,DLT Solutions,"$366,469,000",2008,,0,0.00,0.00
55,private,DLT Solutions,"$366,469,000",2009,,0,0.00,0.00
55,private,DLT Solutions,"$366,469,000",2010,,0,0.00,0.00
55,private,DLT Solutions,"$366,469,000",2011,,0,0.00,0.00
55,private,DLT Solutions,"$366,469,000",2012,,0,0.00,0.00
55,private,DLT Solutions,"$366,469,000",2013,,0,0.00,0.00
55,private,DLT Solutions,"$366,469,000",2014,,0,0.00,0.00
55,private,DLT Solutions,"$366,469,000",2015,,0,0.00,0.00
55,private,DLT Solutions,"$366,469,000",2016,,0,0.00,0.00
55,private,DLT Solutions,"$366,469,000",2017,,0,0.00,0.00
55,private,DLT Solutions,"$366,469,000",2018,,0,0.00,0.00
56,private,Viasat,"$365,388,000",1999,,0,0.00,0.00
56,private,Viasat,"$365,388,000",2000,,0,0.00,0.00
56,private,Viasat,"$365,388,000",2001,,0,0.00,0.00
56,private,Viasat,"$365,388,000",2002,,0,0.00,0.00
56,private,Viasat,"$365,388,000",2003,,0,0.00,0.00
56,private,Viasat,"$365,388,000",2004,,0,0.00,0.00
56,private,Viasat,"$365,388,000",2005,,0,0.00,0.00
56,private,Viasat,"$365,388,000",2006,,0,0.00,0.00
56,private,Viasat,"$365,388,000",2007,,0,0.00,0.00
56,private,Viasat,"$365,388,000",2008,,0,0.00,0.00
56,private,Viasat,"$365,388,000",2009,,0,0.00,0.00
56,private,Viasat,"$365,388,000",2010,,0,0.00,0.00
56,private,Viasat,"$365,388,000",2011,,0,0.00,0.00
56,private,Viasat,"$365,388,000",2012,,0,0.00,0.00
56,private,Viasat,"$365,388,000",2013,,0,0.00,0.00
56,private,Viasat,"$365,388,000",2014,,0,0.00,0.00
56,private,Viasat,"$365,388,000",2015,,0,0.00,0.00
56,private,Viasat,"$365,388,000",2016,,0,0.00,0.00
56,private,Viasat,"$365,388,000",2017,,0,0.00,0.00
56,private,Viasat,"$365,388,000",2018,,0,0.00,0.00
57,private,Actionet,"$364,182,000",1999,,0,0.00,0.00
57,private,Actionet,"$364,182,000",2000,,0,0.00,0.00
57,private,Actionet,"$364,182,000",2001,,0,0.00,0.00
57,private,Actionet,"$364,182,000",2002,,0,0.00,0.00
57,private,Actionet,"$364,182,000",2003,,0,0.00,0.00
57,private,Actionet,"$364,182,000",2004,,0,0.00,0.00
57,private,Actionet,"$364,182,000",2005,,0,0.00,0.00
57,private,Actionet,"$364,182,000",2006,,0,0.00,0.00
57,private,Actionet,"$364,182,000",2007,,0,0.00,0.00
57,private,Actionet,"$364,182,000",2008,,0,0.00,0.00
57,private,Actionet,"$364,182,000",2009,,0,0.00,0.00
57,private,Actionet,"$364,182,000",2010,,0,0.00,0.00
57,private,Actionet,"$364,182,000",2011,,0,0.00,0.00
57,private,Actionet,"$364,182,000",2012,,0,0.00,0.00
57,private,Actionet,"$364,182,000",2013,,0,0.00,0.00
57,private,Actionet,"$364,182,000",2014,,0,0.00,0.00
57,private,Actionet,"$364,182,000",2015,,0,0.00,0.00
57,private,Actionet,"$364,182,000",2016,,0,0.00,0.00
57,private,Actionet,"$364,182,000",2017,,0,0.00,0.00
57,private,Actionet,"$364,182,000",2018,,0,0.00,0.00
58,private,Battelle Memorial Institute,"$359,084,000",1999,,0,0.00,0.00
58,private,Battelle Memorial Institute,"$359,084,000",2000,,0,0.00,0.00
58,private,Battelle Memorial Institute,"$359,084,000",2001,,0,0.00,0.00
58,private,Battelle Memorial Institute,"$359,084,000",2002,,0,0.00,0.00
58,private,Battelle Memorial Institute,"$359,084,000",2003,,0,0.00,0.00
58,private,Battelle Memorial Institute,"$359,084,000",2004,,0,0.00,0.00
58,private,Battelle Memorial Institute,"$359,084,000",2005,,0,0.00,0.00
58,private,Battelle Memorial Institute,"$359,084,000",2006,,0,0.00,0.00
58,private,Battelle Memorial Institute,"$359,084,000",2007,,0,0.00,0.00
58,private,Battelle Memorial Institute,"$359,084,000",2008,,0,0.00,0.00
58,private,Battelle Memorial Institute,"$359,084,000",2009,,0,0.00,0.00
58,private,Battelle Memorial Institute,"$359,084,000",2010,,0,0.00,0.00
58,private,Battelle Memorial Institute,"$359,084,000",2011,,0,0.00,0.00
58,private,Battelle Memorial Institute,"$359,084,000",2012,,0,0.00,0.00
58,private,Battelle Memorial Institute,"$359,084,000",2013,,0,0.00,0.00
58,private,Battelle Memorial Institute,"$359,084,000",2014,,0,0.00,0.00
58,private,Battelle Memorial Institute,"$359,084,000",2015,,0,0.00,0.00
58,private,Battelle Memorial Institute,"$359,084,000",2016,,0,0.00,0.00
58,private,Battelle Memorial Institute,"$359,084,000",2017,,0,0.00,0.00
58,private,Battelle Memorial Institute,"$359,084,000",2018,,0,0.00,0.00
59,private,Development Alternatives,"$348,361,000",1999,,0,0.00,0.00
59,private,Development Alternatives,"$348,361,000",2000,,0,0.00,0.00
59,private,Development Alternatives,"$348,361,000",2001,,0,0.00,0.00
59,private,Development Alternatives,"$348,361,000",2002,,0,0.00,0.00
59,private,Development Alternatives,"$348,361,000",2003,,0,0.00,0.00
59,private,Development Alternatives,"$348,361,000",2004,,0,0.00,0.00
59,private,Development Alternatives,"$348,361,000",2005,,0,0.00,0.00
59,private,Development Alternatives,"$348,361,000",2006,,0,0.00,0.00
59,private,Development Alternatives,"$348,361,000",2007,,0,0.00,0.00
59,private,Development Alternatives,"$348,361,000",2008,,0,0.00,0.00
59,private,Development Alternatives,"$348,361,000",2009,,0,0.00,0.00
59,private,Development Alternatives,"$348,361,000",2010,,0,0.00,0.00
59,private,Development Alternatives,"$348,361,000",2011,,0,0.00,0.00
59,private,Development Alternatives,"$348,361,000",2012,,0,0.00,0.00
59,private,Development Alternatives,"$348,361,000",2013,,0,0.00,0.00
59,private,Development Alternatives,"$348,361,000",2014,,0,0.00,0.00
59,private,Development Alternatives,"$348,361,000",2015,,0,0.00,0.00
