orgno,category,orgname,2018budget,year,completed,WC,PromotionFocus,PreventionFocus
1,private,Leidos,"$6,889,618,000",1999,y,0,0.00,0.00
1,private,Leidos,"$6,889,618,000",2000,y,304,1.32,0.00
1,private,Leidos,"$6,889,618,000",2001,y,222,1.80,0.00
1,private,Leidos,"$6,889,618,000",2002,y,222,1.80,0.00
1,private,Leidos,"$6,889,618,000",2003,y,292,1.37,0.00
1,private,Leidos,"$6,889,618,000",2004,y,292,1.37,0.00
1,private,Leidos,"$6,889,618,000",2005,y,296,1.35,0.00
1,private,Leidos,"$6,889,618,000",2006,y,295,1.36,0.00
1,private,Leidos,"$6,889,618,000",2007,y,233,0.43,0.86
1,private,Leidos,"$6,889,618,000",2008,y,271,0.37,0.37
1,private,Leidos,"$6,889,618,000",2009,y,188,0.00,1.06
1,private,Leidos,"$6,889,618,000",2010,y,180,0.00,1.11
1,private,Leidos,"$6,889,618,000",2011,y,180,0.00,1.11
1,private,Leidos,"$6,889,618,000",2012,y,178,0.00,1.12
1,private,Leidos,"$6,889,618,000",2013,y,178,0.00,1.12
1,private,Leidos,"$6,889,618,000",2014,y,555,0.36,0.18
1,private,Leidos,"$6,889,618,000",2015,y,553,0.18,0.72
1,private,Leidos,"$6,889,618,000",2016,y,548,0.18,0.91
1,private,Leidos,"$6,889,618,000",2017,y,588,0.34,0.34
1,private,Leidos,"$6,889,618,000",2018,y,0,0.00,0.00
2,private,Lockheed Martin,"$6,872,155,000",1999,y,100,3.00,0.00
2,private,Lockheed Martin,"$6,872,155,000",2000,y,266,2.63,0.00
2,private,Lockheed Martin,"$6,872,155,000",2001,y,161,1.86,0.00
2,private,Lockheed Martin,"$6,872,155,000",2002,y,161,1.86,0.00
2,private,Lockheed Martin,"$6,872,155,000",2003,y,147,2.04,0.00
2,private,Lockheed Martin,"$6,872,155,000",2004,y,0,0.00,0.00
2,private,Lockheed Martin,"$6,872,155,000",2005,y,0,0.00,0.00
2,private,Lockheed Martin,"$6,872,155,000",2006,y,291,1.03,0.00
2,private,Lockheed Martin,"$6,872,155,000",2007,y,291,1.03,0.00
2,private,Lockheed Martin,"$6,872,155,000",2008,y,263,0.76,0.00
2,private,Lockheed Martin,"$6,872,155,000",2009,y,255,0.39,0.78
2,private,Lockheed Martin,"$6,872,155,000",2010,y,246,0.41,0.81
2,private,Lockheed Martin,"$6,872,155,000",2011,y,249,0.40,0.80
2,private,Lockheed Martin,"$6,872,155,000",2012,y,226,0.44,0.88
2,private,Lockheed Martin,"$6,872,155,000",2013,y,262,0.38,0.76
2,private,Lockheed Martin,"$6,872,155,000",2014,y,263,0.38,0.76
2,private,Lockheed Martin,"$6,872,155,000",2015,y,0,0.00,0.00
2,private,Lockheed Martin,"$6,872,155,000",2016,y,324,0.93,1.54
2,private,Lockheed Martin,"$6,872,155,000",2017,y,298,0.67,1.68
2,private,Lockheed Martin,"$6,872,155,000",2018,y,296,0.68,1.69
3,private,Northrup Grumman,"$6,168,409,000",1999,y,0,0.00,0.00
3,private,Northrup Grumman,"$6,168,409,000",2000,y,0,0.00,0.00
3,private,Northrup Grumman,"$6,168,409,000",2001,y,0,0.00,0.00
3,private,Northrup Grumman,"$6,168,409,000",2002,y,0,0.00,0.00
3,private,Northrup Grumman,"$6,168,409,000",2003,y,0,0.00,0.00
3,private,Northrup Grumman,"$6,168,409,000",2004,y,530,0.57,0.75
3,private,Northrup Grumman,"$6,168,409,000",2005,y,230,0.87,0.43
3,private,Northrup Grumman,"$6,168,409,000",2006,y,739,0.54,0.68
3,private,Northrup Grumman,"$6,168,409,000",2007,y,289,0.35,1.38
3,private,Northrup Grumman,"$6,168,409,000",2008,y,287,0.35,1.39
3,private,Northrup Grumman,"$6,168,409,000",2009,y,287,0.35,1.39
3,private,Northrup Grumman,"$6,168,409,000",2010,y,488,0.61,1.64
3,private,Northrup Grumman,"$6,168,409,000",2011,y,389,0.77,1.80
3,private,Northrup Grumman,"$6,168,409,000",2012,y,422,0.95,1.90
3,private,Northrup Grumman,"$6,168,409,000",2013,y,419,0.72,1.91
3,private,Northrup Grumman,"$6,168,409,000",2014,y,331,0.60,2.72
3,private,Northrup Grumman,"$6,168,409,000",2015,y,362,0.83,2.49
3,private,Northrup Grumman,"$6,168,409,000",2016,y,281,0.71,2.85
3,private,Northrup Grumman,"$6,168,409,000",2017,y,809,0.87,1.11
3,private,Northrup Grumman,"$6,168,409,000",2018,y,807,0.87,1.12
4,private,Boeing,"$5,153,675,000",1996,y,324,3.70,1.23
4,private,Boeing,"$5,153,675,000",1997,y,324,3.70,1.23
4,private,Boeing,"$5,153,675,000",1998,y,324,3.70,1.23
4,private,Boeing,"$5,153,675,000",1999,y,324,3.70,1.23
4,private,Boeing,"$5,153,675,000",2000,y,0,0.00,0.00
4,private,Boeing,"$5,153,675,000",2001,y,10,0.00,0.00
4,private,Boeing,"$5,153,675,000",2002,y,10,0.00,0.00
4,private,Boeing,"$5,153,675,000",2003,y,0,0.00,0.00
4,private,Boeing,"$5,153,675,000",2004,y,0,0.00,0.00
4,private,Boeing,"$5,153,675,000",2005,y,0,0.00,0.00
4,private,Boeing,"$5,153,675,000",2006,y,214,1.87,0.00
4,private,Boeing,"$5,153,675,000",2007,y,215,1.86,0.00
4,private,Boeing,"$5,153,675,000",2008,y,244,1.64,0.00
4,private,Boeing,"$5,153,675,000",2009,y,244,1.64,0.00
4,private,Boeing,"$5,153,675,000",2010,y,244,1.64,0.00
4,private,Boeing,"$5,153,675,000",2011,y,244,1.64,0.00
4,private,Boeing,"$5,153,675,000",2012,y,244,1.64,0.00
4,private,Boeing,"$5,153,675,000",2013,y,245,1.63,0.00
4,private,Boeing,"$5,153,675,000",2014,y,0,0.00,0.00
4,private,Boeing,"$5,153,675,000",2015,y,878,0.68,1.48
4,private,Boeing,"$5,153,675,000",2016,,0,0.00,0.00
4,private,Boeing,"$5,153,675,000",2017,y,694,0.58,1.30
4,private,Boeing,"$5,153,675,000",2018,y,634,0.79,1.26
5,private,Raytheon,"$4,326,778,000",1996,y,329,0.61,0.00
5,private,Raytheon,"$4,326,778,000",1997,y,329,0.61,0.00
5,private,Raytheon,"$4,326,778,000",1998,y,1562,0.38,0.38
5,private,Raytheon,"$4,326,778,000",1999,y,1617,0.31,0.49
5,private,Raytheon,"$4,326,778,000",2000,y,1734,0.35,0.58
5,private,Raytheon,"$4,326,778,000",2001,y,1734,0.35,0.58
5,private,Raytheon,"$4,326,778,000",2002,y,501,0.80,0.40
5,private,Raytheon,"$4,326,778,000",2003,y,144,0.69,0.00
5,private,Raytheon,"$4,326,778,000",2004,y,150,0.67,0.00
5,private,Raytheon,"$4,326,778,000",2005,y,150,0.67,0.00
5,private,Raytheon,"$4,326,778,000",2006,y,160,0.62,0.00
5,private,Raytheon,"$4,326,778,000",2007,y,229,0.44,0.44
5,private,Raytheon,"$4,326,778,000",2008,y,302,0.66,1.32
5,private,Raytheon,"$4,326,778,000",2009,y,284,0.70,1.41
5,private,Raytheon,"$4,326,778,000",2010,y,286,0.70,1.40
5,private,Raytheon,"$4,326,778,000",2011,y,287,0.70,1.39
5,private,Raytheon,"$4,326,778,000",2012,y,285,0.70,1.40
5,private,Raytheon,"$4,326,778,000",2013,y,285,0.70,1.40
5,private,Raytheon,"$4,326,778,000",2014,y,359,1.11,0.28
5,private,Raytheon,"$4,326,778,000",2015,y,334,0.90,0.30
5,private,Raytheon,"$4,326,778,000",2016,y,305,0.66,0.33
5,private,Raytheon,"$4,326,778,000",2017,y,305,0.66,0.33
5,private,Raytheon,"$4,326,778,000",2018,y,298,0.67,0.34
6,private,General Dynamics,"$4,251,506,000",1999,y,148,0.68,0.00
6,private,General Dynamics,"$4,251,506,000",2000,y,183,0.55,0.00
6,private,General Dynamics,"$4,251,506,000",2001,y,183,0.55,0.00
6,private,General Dynamics,"$4,251,506,000",2002,y,203,0.49,0.00
6,private,General Dynamics,"$4,251,506,000",2003,y,203,0.49,0.00
6,private,General Dynamics,"$4,251,506,000",2004,y,203,0.49,0.00
6,private,General Dynamics,"$4,251,506,000",2005,y,203,0.49,0.00
6,private,General Dynamics,"$4,251,506,000",2006,y,203,0.49,0.00
6,private,General Dynamics,"$4,251,506,000",2007,y,203,0.49,0.00
6,private,General Dynamics,"$4,251,506,000",2008,y,203,0.49,0.00
6,private,General Dynamics,"$4,251,506,000",2009,y,226,1.77,0.00
6,private,General Dynamics,"$4,251,506,000",2010,y,226,1.77,0.00
6,private,General Dynamics,"$4,251,506,000",2011,y,124,0.81,0.00
6,private,General Dynamics,"$4,251,506,000",2012,y,129,0.78,0.00
6,private,General Dynamics,"$4,251,506,000",2013,y,127,0.79,0.00
6,private,General Dynamics,"$4,251,506,000",2014,y,129,0.78,0.00
6,private,General Dynamics,"$4,251,506,000",2015,y,138,0.00,0.00
6,private,General Dynamics,"$4,251,506,000",2016,y,532,0.56,1.13
6,private,General Dynamics,"$4,251,506,000",2017,y,489,0.61,1.02
6,private,General Dynamics,"$4,251,506,000",2018,y,348,0.86,1.15
7,private,CSRA,"$3,883,329,000",1999,y,0,0.00,0.00
7,private,CSRA,"$3,883,329,000",2000,y,0,0.00,0.00
7,private,CSRA,"$3,883,329,000",2001,y,0,0.00,0.00
7,private,CSRA,"$3,883,329,000",2002,y,0,0.00,0.00
7,private,CSRA,"$3,883,329,000",2003,y,0,0.00,0.00
7,private,CSRA,"$3,883,329,000",2004,y,0,0.00,0.00
7,private,CSRA,"$3,883,329,000",2005,y,0,0.00,0.00
7,private,CSRA,"$3,883,329,000",2006,y,0,0.00,0.00
7,private,CSRA,"$3,883,329,000",2007,y,0,0.00,0.00
7,private,CSRA,"$3,883,329,000",2008,y,0,0.00,0.00
7,private,CSRA,"$3,883,329,000",2009,y,0,0.00,0.00
7,private,CSRA,"$3,883,329,000",2010,y,0,0.00,0.00
7,private,CSRA,"$3,883,329,000",2011,y,0,0.00,0.00
7,private,CSRA,"$3,883,329,000",2012,y,0,0.00,0.00
7,private,CSRA,"$3,883,329,000",2013,y,0,0.00,0.00
7,private,CSRA,"$3,883,329,000",2014,y,0,0.00,0.00
7,private,CSRA,"$3,883,329,000",2015,y,0,0.00,0.00
7,private,CSRA,"$3,883,329,000",2016,y,218,1.38,1.38
7,private,CSRA,"$3,883,329,000",2017,y,899,1.22,0.56
7,private,CSRA,"$3,883,329,000",2018,y,0,0.00,0.00
8,private,Booz Allen Hamilton,"$3,683,668,000",1996,y,226,0.44,0.00
8,private,Booz Allen Hamilton,"$3,683,668,000",1997,y,242,0.41,0.00
8,private,Booz Allen Hamilton,"$3,683,668,000",1998,y,242,0.41,0.00
8,private,Booz Allen Hamilton,"$3,683,668,000",1999,y,169,0.00,0.00
8,private,Booz Allen Hamilton,"$3,683,668,000",2000,y,190,0.00,0.00
8,private,Booz Allen Hamilton,"$3,683,668,000",2001,y,215,1.40,0.00
8,private,Booz Allen Hamilton,"$3,683,668,000",2002,y,0,0.00,0.00
8,private,Booz Allen Hamilton,"$3,683,668,000",2003,y,0,0.00,0.00
8,private,Booz Allen Hamilton,"$3,683,668,000",2004,y,0,0.00,0.00
8,private,Booz Allen Hamilton,"$3,683,668,000",2005,y,0,0.00,0.00
8,private,Booz Allen Hamilton,"$3,683,668,000",2006,y,515,0.39,0.00
8,private,Booz Allen Hamilton,"$3,683,668,000",2007,y,414,0.48,0.00
8,private,Booz Allen Hamilton,"$3,683,668,000",2008,y,415,0.48,0.00
8,private,Booz Allen Hamilton,"$3,683,668,000",2009,y,468,0.21,0.00
8,private,Booz Allen Hamilton,"$3,683,668,000",2010,y,476,0.21,0.00
8,private,Booz Allen Hamilton,"$3,683,668,000",2011,y,330,1.21,0.00
8,private,Booz Allen Hamilton,"$3,683,668,000",2012,y,315,1.27,0.00
8,private,Booz Allen Hamilton,"$3,683,668,000",2013,y,315,1.27,0.00
8,private,Booz Allen Hamilton,"$3,683,668,000",2014,y,310,1.29,0.00
8,private,Booz Allen Hamilton,"$3,683,668,000",2015,y,289,0.69,0.35
8,private,Booz Allen Hamilton,"$3,683,668,000",2016,y,444,0.68,0.23
8,private,Booz Allen Hamilton,"$3,683,668,000",2017,y,559,0.18,0.18
8,private,Booz Allen Hamilton,"$3,683,668,000",2018,y,0,0.00,0.00
9,private,CACI International,"$3,421,412,000",1996,y,648,0.46,0.77
9,private,CACI International,"$3,421,412,000",1997,y,773,0.39,0.52
9,private,CACI International,"$3,421,412,000",1998,y,196,0.51,0.51
9,private,CACI International,"$3,421,412,000",1999,y,214,0.47,0.47
9,private,CACI International,"$3,421,412,000",2000,y,230,0.43,0.87
9,private,CACI International,"$3,421,412,000",2001,y,189,0.53,1.06
9,private,CACI International,"$3,421,412,000",2002,y,183,0.55,1.09
9,private,CACI International,"$3,421,412,000",2003,y,301,1.00,1.33
9,private,CACI International,"$3,421,412,000",2004,y,303,0.99,1.32
9,private,CACI International,"$3,421,412,000",2005,y,303,0.99,1.32
9,private,CACI International,"$3,421,412,000",2006,y,336,0.89,1.19
9,private,CACI International,"$3,421,412,000",2007,y,358,0.84,1.12
9,private,CACI International,"$3,421,412,000",2008,y,417,1.20,2.16
9,private,CACI International,"$3,421,412,000",2009,y,344,0.87,2.03
9,private,CACI International,"$3,421,412,000",2010,y,314,0.64,1.59
9,private,CACI International,"$3,421,412,000",2011,y,315,0.63,1.90
9,private,CACI International,"$3,421,412,000",2012,y,325,0.62,1.85
9,private,CACI International,"$3,421,412,000",2013,y,268,0.00,2.99
9,private,CACI International,"$3,421,412,000",2014,y,256,0.00,3.12
9,private,CACI International,"$3,421,412,000",2015,y,252,0.00,3.17
9,private,CACI International,"$3,421,412,000",2016,y,248,0.00,3.23
9,private,CACI International,"$3,421,412,000",2017,y,319,0.00,2.51
9,private,CACI International,"$3,421,412,000",2018,y,338,0.00,2.37
10,private,DXC Technology,"$3,167,621,000",1999,y,0,0.00,0.00
10,private,DXC Technology,"$3,167,621,000",2000,y,0,0.00,0.00
10,private,DXC Technology,"$3,167,621,000",2001,y,0,0.00,0.00
10,private,DXC Technology,"$3,167,621,000",2002,y,0,0.00,0.00
10,private,DXC Technology,"$3,167,621,000",2003,y,0,0.00,0.00
10,private,DXC Technology,"$3,167,621,000",2004,y,0,0.00,0.00
10,private,DXC Technology,"$3,167,621,000",2005,y,0,0.00,0.00
10,private,DXC Technology,"$3,167,621,000",2006,y,0,0.00,0.00
10,private,DXC Technology,"$3,167,621,000",2007,y,0,0.00,0.00
10,private,DXC Technology,"$3,167,621,000",2008,y,0,0.00,0.00
10,private,DXC Technology,"$3,167,621,000",2009,y,0,0.00,0.00
10,private,DXC Technology,"$3,167,621,000",2010,y,0,0.00,0.00
10,private,DXC Technology,"$3,167,621,000",2011,y,0,0.00,0.00
10,private,DXC Technology,"$3,167,621,000",2012,y,0,0.00,0.00
10,private,DXC Technology,"$3,167,621,000",2013,y,0,0.00,0.00
10,private,DXC Technology,"$3,167,621,000",2014,y,0,0.00,0.00
10,private,DXC Technology,"$3,167,621,000",2015,y,0,0.00,0.00
10,private,DXC Technology,"$3,167,621,000",2016,y,0,0.00,0.00
10,private,DXC Technology,"$3,167,621,000",2017,y,292,0.34,0.34
10,private,DXC Technology,"$3,167,621,000",2018,y,0,0.00,0.00
11,private,Science Applications International,"$2,765,476,000",1996,y,473,2.33,0.21
11,private,Science Applications International,"$2,765,476,000",1997,y,701,2.00,1.00
11,private,Science Applications International,"$2,765,476,000",1998,y,0,0.00,0.00
11,private,Science Applications International,"$2,765,476,000",1999,y,0,0.00,0.00
11,private,Science Applications International,"$2,765,476,000",2000,y,557,1.80,0.54
11,private,Science Applications International,"$2,765,476,000",2001,y,321,0.62,0.93
11,private,Science Applications International,"$2,765,476,000",2002,y,337,0.59,0.89
11,private,Science Applications International,"$2,765,476,000",2003,y,339,0.59,0.88
11,private,Science Applications International,"$2,765,476,000",2004,y,196,1.02,1.53
11,private,Science Applications International,"$2,765,476,000",2005,y,172,1.16,0.58
11,private,Science Applications International,"$2,765,476,000",2006,y,243,0.41,0.82
11,private,Science Applications International,"$2,765,476,000",2007,y,244,0.41,0.82
11,private,Science Applications International,"$2,765,476,000",2008,y,289,0.35,0.69
11,private,Science Applications International,"$2,765,476,000",2009,y,0,0.00,0.00
11,private,Science Applications International,"$2,765,476,000",2010,y,228,0.00,0.88
11,private,Science Applications International,"$2,765,476,000",2011,y,230,0.00,0.87
11,private,Science Applications International,"$2,765,476,000",2012,y,229,0.00,0.87
11,private,Science Applications International,"$2,765,476,000",2013,y,268,0.37,1.12
11,private,Science Applications International,"$2,765,476,000",2014,y,211,0.47,0.47
11,private,Science Applications International,"$2,765,476,000",2015,y,416,0.48,0.48
11,private,Science Applications International,"$2,765,476,000",2016,y,409,0.49,0.49
11,private,Science Applications International,"$2,765,476,000",2017,y,405,0.49,0.49
11,private,Science Applications International,"$2,765,476,000",2018,y,0,0.00,0.00
12,private,Verizon Communications,"$2,156,107,000",1999,y,0,0.00,0.00
12,private,Verizon Communications,"$2,156,107,000",2000,y,0,0.00,0.00
12,private,Verizon Communications,"$2,156,107,000",2001,y,166,0.60,1.20
12,private,Verizon Communications,"$2,156,107,000",2002,y,184,1.09,0.54
12,private,Verizon Communications,"$2,156,107,000",2003,y,210,1.43,1.43
12,private,Verizon Communications,"$2,156,107,000",2004,y,136,0.74,0.74
12,private,Verizon Communications,"$2,156,107,000",2005,y,216,1.39,0.93
12,private,Verizon Communications,"$2,156,107,000",2006,y,231,0.87,0.87
12,private,Verizon Communications,"$2,156,107,000",2007,y,173,0.58,2.31
12,private,Verizon Communications,"$2,156,107,000",2008,y,172,1.74,2.33
12,private,Verizon Communications,"$2,156,107,000",2009,y,184,1.09,2.17
12,private,Verizon Communications,"$2,156,107,000",2010,y,177,0.00,1.13
12,private,Verizon Communications,"$2,156,107,000",2011,y,143,0.00,1.40
12,private,Verizon Communications,"$2,156,107,000",2012,y,84,1.19,0.00
12,private,Verizon Communications,"$2,156,107,000",2013,y,260,2.69,0.00
12,private,Verizon Communications,"$2,156,107,000",2014,y,229,1.31,0.44
12,private,Verizon Communications,"$2,156,107,000",2015,y,261,1.53,0.38
12,private,Verizon Communications,"$2,156,107,000",2016,y,650,1.23,0.31
12,private,Verizon Communications,"$2,156,107,000",2017,y,384,0.52,1.04
12,private,Verizon Communications,"$2,156,107,000",2018,y,428,0.47,1.40
13,private,Accenture,"$2,138,189,000",1996,y,77,0.00,0.00
13,private,Accenture,"$2,138,189,000",1997,y,77,0.00,0.00
13,private,Accenture,"$2,138,189,000",1998,y,0,0.00,0.00
13,private,Accenture,"$2,138,189,000",1999,y,0,0.00,0.00
13,private,Accenture,"$2,138,189,000",2000,y,0,0.00,0.00
13,private,Accenture,"$2,138,189,000",2001,y,82,0.00,0.00
13,private,Accenture,"$2,138,189,000",2002,y,279,0.36,0.00
13,private,Accenture,"$2,138,189,000",2003,y,138,0.72,0.00
13,private,Accenture,"$2,138,189,000",2004,y,420,0.71,0.24
13,private,Accenture,"$2,138,189,000",2005,y,351,0.85,0.00
13,private,Accenture,"$2,138,189,000",2006,y,331,0.91,0.00
13,private,Accenture,"$2,138,189,000",2007,y,473,0.63,0.00
13,private,Accenture,"$2,138,189,000",2008,y,473,0.63,0.00
13,private,Accenture,"$2,138,189,000",2009,y,504,0.60,0.00
13,private,Accenture,"$2,138,189,000",2010,y,503,0.60,0.00
13,private,Accenture,"$2,138,189,000",2011,y,465,0.43,0.00
13,private,Accenture,"$2,138,189,000",2012,y,465,0.43,0.00
13,private,Accenture,"$2,138,189,000",2013,y,427,1.41,0.00
13,private,Accenture,"$2,138,189,000",2014,y,427,1.41,0.00
13,private,Accenture,"$2,138,189,000",2015,y,427,1.41,0.00
13,private,Accenture,"$2,138,189,000",2016,y,326,1.23,0.31
13,private,Accenture,"$2,138,189,000",2017,y,564,1.24,0.18
13,private,Accenture,"$2,138,189,000",2018,y,555,1.08,0.18
14,private,AT&T,"$1,967,208,000",1996,y,91,1.10,0.00
14,private,AT&T,"$1,967,208,000",1997,y,91,1.10,0.00
14,private,AT&T,"$1,967,208,000",1998,y,97,1.03,0.00
14,private,AT&T,"$1,967,208,000",1999,y,77,2.60,0.00
14,private,AT&T,"$1,967,208,000",2000,y,215,0.00,0.00
14,private,AT&T,"$1,967,208,000",2001,y,215,0.00,0.00
14,private,AT&T,"$1,967,208,000",2002,y,192,0.00,0.52
14,private,AT&T,"$1,967,208,000",2003,y,175,0.00,0.57
14,private,AT&T,"$1,967,208,000",2004,y,235,0.85,0.00
14,private,AT&T,"$1,967,208,000",2005,y,221,0.45,0.45
14,private,AT&T,"$1,967,208,000",2006,y,2849,0.81,0.60
14,private,AT&T,"$1,967,208,000",2007,y,2857,0.81,0.60
14,private,AT&T,"$1,967,208,000",2008,y,476,1.05,0.42
14,private,AT&T,"$1,967,208,000",2009,y,1927,0.88,0.31
14,private,AT&T,"$1,967,208,000",2010,y,2969,0.71,0.20
14,private,AT&T,"$1,967,208,000",2011,y,3672,0.60,0.27
14,private,AT&T,"$1,967,208,000",2012,y,3662,0.57,0.27
14,private,AT&T,"$1,967,208,000",2013,y,410,0.00,0.49
14,private,AT&T,"$1,967,208,000",2014,y,431,0.46,0.70
14,private,AT&T,"$1,967,208,000",2015,y,984,0.91,0.41
14,private,AT&T,"$1,967,208,000",2016,y,736,1.09,0.41
14,private,AT&T,"$1,967,208,000",2017,y,784,1.40,0.38
14,private,AT&T,"$1,967,208,000",2018,y,883,1.13,0.34
15,private,PAE,"$1,963,398,000",1999,y,0,0.00,0.00
15,private,PAE,"$1,963,398,000",2000,y,0,0.00,0.00
15,private,PAE,"$1,963,398,000",2001,y,0,0.00,0.00
15,private,PAE,"$1,963,398,000",2002,y,0,0.00,0.00
15,private,PAE,"$1,963,398,000",2003,y,0,0.00,0.00
15,private,PAE,"$1,963,398,000",2004,y,0,0.00,0.00
15,private,PAE,"$1,963,398,000",2005,y,0,0.00,0.00
15,private,PAE,"$1,963,398,000",2006,y,0,0.00,0.00
15,private,PAE,"$1,963,398,000",2007,y,0,0.00,0.00
15,private,PAE,"$1,963,398,000",2008,y,0,0.00,0.00
15,private,PAE,"$1,963,398,000",2009,y,0,0.00,0.00
15,private,PAE,"$1,963,398,000",2010,y,0,0.00,0.00
15,private,PAE,"$1,963,398,000",2011,y,0,0.00,0.00
15,private,PAE,"$1,963,398,000",2012,y,284,0.00,0.00
15,private,PAE,"$1,963,398,000",2013,y,278,0.00,0.00
15,private,PAE,"$1,963,398,000",2014,y,278,0.00,0.00
15,private,PAE,"$1,963,398,000",2015,y,293,0.34,0.00
15,private,PAE,"$1,963,398,000",2016,y,266,0.75,0.75
15,private,PAE,"$1,963,398,000",2017,y,266,0.75,0.75
15,private,PAE,"$1,963,398,000",2018,y,0,0.00,0.00
16,private,AECOM,"$1,715,527,000",1999,y,0,0.00,0.00
16,private,AECOM,"$1,715,527,000",2000,y,0,0.00,0.00
16,private,AECOM,"$1,715,527,000",2001,y,0,0.00,0.00
16,private,AECOM,"$1,715,527,000",2002,y,120,0.83,0.00
16,private,AECOM,"$1,715,527,000",2003,y,91,0.00,0.00
16,private,AECOM,"$1,715,527,000",2004,y,91,0.00,0.00
16,private,AECOM,"$1,715,527,000",2005,y,91,0.00,0.00
16,private,AECOM,"$1,715,527,000",2006,y,87,0.00,0.00
16,private,AECOM,"$1,715,527,000",2007,y,116,0.00,0.00
16,private,AECOM,"$1,715,527,000",2008,y,96,0.00,0.00
16,private,AECOM,"$1,715,527,000",2009,y,101,0.00,0.00
16,private,AECOM,"$1,715,527,000",2010,y,145,0.00,0.00
16,private,AECOM,"$1,715,527,000",2011,y,0,0.00,0.00
16,private,AECOM,"$1,715,527,000",2012,y,0,0.00,0.00
16,private,AECOM,"$1,715,527,000",2013,y,269,0.37,0.00
16,private,AECOM,"$1,715,527,000",2014,y,264,0.38,0.00
16,private,AECOM,"$1,715,527,000",2015,y,161,0.62,0.62
16,private,AECOM,"$1,715,527,000",2016,y,161,0.62,1.86
16,private,AECOM,"$1,715,527,000",2017,y,178,0.56,1.69
16,private,AECOM,"$1,715,527,000",2018,y,179,0.56,1.68
17,private,Harris Corp,"$1,566,994,000",1997,y,4349,0.34,0.48
17,private,Harris Corp,"$1,566,994,000",1998,y,4349,0.34,0.48
17,private,Harris Corp,"$1,566,994,000",1999,y,4349,0.34,0.48
17,private,Harris Corp,"$1,566,994,000",2000,y,117,0.00,0.00
17,private,Harris Corp,"$1,566,994,000",2001,y,122,0.00,0.00
17,private,Harris Corp,"$1,566,994,000",2002,y,117,0.00,1.71
17,private,Harris Corp,"$1,566,994,000",2003,y,128,0.00,1.56
17,private,Harris Corp,"$1,566,994,000",2004,y,115,0.00,1.74
17,private,Harris Corp,"$1,566,994,000",2005,y,111,0.00,0.90
17,private,Harris Corp,"$1,566,994,000",2006,y,356,0.56,0.00
17,private,Harris Corp,"$1,566,994,000",2007,y,415,0.72,0.24
17,private,Harris Corp,"$1,566,994,000",2008,y,119,0.00,0.00
17,private,Harris Corp,"$1,566,994,000",2009,y,144,0.00,0.69
17,private,Harris Corp,"$1,566,994,000",2010,y,75,0.00,0.00
17,private,Harris Corp,"$1,566,994,000",2011,y,81,0.00,0.00
17,private,Harris Corp,"$1,566,994,000",2012,y,632,0.63,0.32
17,private,Harris Corp,"$1,566,994,000",2013,y,565,0.71,0.35
17,private,Harris Corp,"$1,566,994,000",2014,y,628,0.64,0.32
17,private,Harris Corp,"$1,566,994,000",2015,y,599,0.83,0.17
17,private,Harris Corp,"$1,566,994,000",2016,y,236,0.42,1.27
17,private,Harris Corp,"$1,566,994,000",2017,y,222,1.35,0.90
17,private,Harris Corp,"$1,566,994,000",2018,y,224,1.34,0.89
18,private,BAE Systems,"$1,480,030,000",1999,y,0,0.00,0.00
18,private,BAE Systems,"$1,480,030,000",2000,y,0,0.00,0.00
18,private,BAE Systems,"$1,480,030,000",2001,y,0,0.00,0.00
18,private,BAE Systems,"$1,480,030,000",2002,y,0,0.00,0.00
18,private,BAE Systems,"$1,480,030,000",2003,y,0,0.00,0.00
18,private,BAE Systems,"$1,480,030,000",2004,y,0,0.00,0.00
18,private,BAE Systems,"$1,480,030,000",2005,y,0,0.00,0.00
18,private,BAE Systems,"$1,480,030,000",2006,y,0,0.00,0.00
18,private,BAE Systems,"$1,480,030,000",2007,y,0,0.00,0.00
18,private,BAE Systems,"$1,480,030,000",2008,y,0,0.00,0.00
18,private,BAE Systems,"$1,480,030,000",2009,y,0,0.00,0.00
18,private,BAE Systems,"$1,480,030,000",2010,y,0,0.00,0.00
18,private,BAE Systems,"$1,480,030,000",2011,y,0,0.00,0.00
18,private,BAE Systems,"$1,480,030,000",2012,y,0,0.00,0.00
18,private,BAE Systems,"$1,480,030,000",2013,y,0,0.00,0.00
18,private,BAE Systems,"$1,480,030,000",2014,y,0,0.00,0.00
18,private,BAE Systems,"$1,480,030,000",2015,y,191,0.52,3.66
18,private,BAE Systems,"$1,480,030,000",2016,y,207,1.45,3.38
18,private,BAE Systems,"$1,480,030,000",2017,y,207,1.45,3.38
18,private,BAE Systems,"$1,480,030,000",2018,y,213,1.41,3.76
19,private,L3 Technologies,"$1,464,191,000",1999,y,0,0.00,0.00
19,private,L3 Technologies,"$1,464,191,000",2000,y,0,0.00,0.00
19,private,L3 Technologies,"$1,464,191,000",2001,y,0,0.00,0.00
19,private,L3 Technologies,"$1,464,191,000",2002,y,0,0.00,0.00
19,private,L3 Technologies,"$1,464,191,000",2003,y,0,0.00,0.00
19,private,L3 Technologies,"$1,464,191,000",2004,y,0,0.00,0.00
19,private,L3 Technologies,"$1,464,191,000",2005,y,0,0.00,0.00
19,private,L3 Technologies,"$1,464,191,000",2006,y,0,0.00,0.00
19,private,L3 Technologies,"$1,464,191,000",2007,y,0,0.00,0.00
